ORF	start	stop	orientation	name	function	class	subclass	EC	LocateP Subcellular Localization Prediction				
lp_3211	2861735	2862493	+	lp_3211	ABC transporter, ATP-binding protein, cystine	Transport and binding proteins	Amino acids, peptides and amines		@Intracellular				
lp_3214	2862968	2863780	+	lp_3214	ABC transporter, substrate binding protein, cystathionine (putative)	Transport and binding proteins	Amino acids, peptides and amines		@Lipid anchored				
lp_3215	2863982	2864524	-	lp_3215	unknown	Hypothetical proteins	Not conserved: other		@N-terminally anchored (No CS)				
lp_3216	2864886	2865200	+	lp_3216	transcription regulator, PadR family (putative)	Regulatory functions	Other		@Intracellular				
lp_3217	2865200	2865835	+	lp_3217	integral membrane protein (putative)	Hypothetical proteins	Conserved: membrane proteins		@Multi-transmembrane				
lp_3218	2865822	2866754	+	lp_3218	extracellular protein, membrane-anchored (putative)	Cell envelope	Cell surface proteins: membrane bound		@Secretory(released) (with CS)				
lp_3219	2866846	2868768	-	pts26BCA	sucrose PTS, EIIBCA	Transport and binding proteins	PTS systems	2.7.1.69	@Multi-transmembrane				
lp_3220	2868764	2870428	-	malA2	maltase-sucrase, probably sucrose-6-P hydrolase	Central intermediary metabolism	Biosynthesis and degradation of polysaccharides	3.2.1.-	@Intracellular				
lp_3221	2870485	2871483	-	lp_3221	transcription regulator, LacI family, sucrose related	Regulatory functions	LacI-family regulators		@Intracellular				
lp_3223	2871749	2872831	-	lp_3223	ABC transporter, permease protein	Transport and binding proteins	Unknown substrate		@Multi-transmembrane				
lp_3224	2872910	2873662	-	lp_3224	ABC transporter, permease protein	Transport and binding proteins	Unknown substrate		@Multi-transmembrane				
lp_3225	2873662	2874309	-	lp_3225	ABC transporter, ATP-binding protein	Transport and binding proteins	Unknown substrate		@Intracellular				
lp_3226	2874457	2875899	+	lp_3226	tRNA (uracil-5-)-methyltransferase	Protein synthesis	tRNA and rRNA base modification	2.1.1.35	@Intracellular				
lp_3227	2875941	2876381	+	lp_3227	unknown	Hypothetical proteins	Not conserved: other		@Intracellular				
lp_3228	2876657	2877703	-	lp_3228	metal-dependent hydrolase (putative)	Hypothetical proteins	Conserved: putative function		@Intracellular				
lp_3229	2877728	2879674	-	pts27BCA	beta-glucosides PTS, EIIBCA	Transport and binding proteins	PTS systems	2.7.1.69	@Multi-transmembrane				
lp_3232	2879945	2881006	-	lp_3232	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_3233	2881010	2882233	-	lp_3233	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_3234	2882390	2883259	+	lp_3234	transcription regulator, LysR family	Regulatory functions	LysR-family regulators		@Intracellular				
lp_3236	2883616	2884464	+	lp_3236	oxidoreductase (putative)	Hypothetical proteins	Conserved: other		@Intracellular				
lp_3237	2884585	2885406	-	lp_3237	hydrolase, HAD superfamily, Cof family	Hypothetical proteins	Conserved: putative function		@Intracellular				
lp_3238	2885481	2885927	-	lp_3238	transcription regulator, MerR family (putative)	Regulatory functions	MerR-family regulators		@Intracellular				
lp_3239	2886024	2886884	-	lp_3239	oxidoreductase (putative)	Hypothetical proteins	Conserved: putative function	1.-.-.-	@Intracellular				
lp_3240	2887104	2889140	-	pts28ABC	beta-glucosides PTS, EIIABC	Transport and binding proteins	PTS systems	2.7.1.69	@Multi-transmembrane				
lp_3241	2889353	2890018	-	nth2	endonuclease III	DNA metabolism	Degradation of DNA	4.2.99.18	@Intracellular				
lp_3243	2890137	2890391	-	lp_3243	unknown	Hypothetical proteins	Not conserved: other		@Intracellular				
lp_3244	2890429	2890977	-	lp_3244	NADPH-dependent FMN reductase family protein	Hypothetical proteins	Conserved: putative function	1.-.-.-	@Intracellular				
lp_3245	2891361	2892632	+	lp_3245	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_3246	2892774	2893394	-	lp_3246	unknown	Hypothetical proteins	Not conserved: other		@Intracellular				
lp_3247	2893560	2894039	+	fur	ferric uptake regulator	Regulatory functions	Other		@Intracellular				
lp_3248	2894289	2894642	-	lp_3248	bacteriocin immunity protein	Cellular processes	Cell killing and immunity		@Intracellular				
lp_3250	2894840	2895064	-	lp_3250	unknown	Hypothetical proteins	Conserved: other		@Multi-transmembrane				
lp_3251	2895122	2895991	-	lp_3251	3',5'-cyclic-nucleotide phosphodiesterase	Purines, pyrimidines, nucleosides and nucleotides	Nucleotide and nucleoside interconversions	3.1.4.17	@Intracellular				
lp_3252	2896424	2896963	+	lp_3252	acetyltransferase, GNAT family (putative)	Hypothetical proteins	Conserved: putative function	2.3.1.-	@Intracellular				
lp_3254	2897381	2897797	-	lrgA	murein hydrolase export protein (putative)	Cell envelope	Murein sacculus and peptidoglycan		@Multi-transmembrane				
lp_3255	2897820	2898545	-	lrgB	murein hydrolase regulator (putative)	Cell envelope	Murein sacculus and peptidoglycan		@Multi-transmembrane				
lp_3256	2898723	2899559	-	lp_3256	DegV family protein	Hypothetical proteins	Conserved: putative function		@Intracellular				
lp_3259	2900419	2901114	+	lp_3259	zinc-dependent proteinase (putative)	Protein fate	Degradation of proteins, peptides, and glycopeptides		@Multi-transmembrane				
lp_3262	2901724	2903217	+	crtN	dehydrosqualene desaturase	Biosynthesis of cofactors, prosthetic groups, and carriers	Other	1.14.99.-	@Intracellular				
lp_3263	2903201	2904079	+	crtM	dehydrosqualene synthase	Biosynthesis of cofactors, prosthetic groups, and carriers	Other	2.5.1.-	@Intracellular				
lp_3265	2904444	2905382	+	lp_3265	cell surface hydrolase, membrane-bound 	Cell envelope	Cell surface proteins: membrane bound		@Secretory(released) (with CS)				
lp_3266	2905455	2906564	-	glyK	glycerate kinase	Amino acid biosynthesis	Serine family	2.7.1.31	@Intracellular				
lp_3267	2906700	2908031	+	gshR4	glutathione reductase	Biosynthesis of cofactors, prosthetic groups, and carriers	Glutathione, thioredoxin, and glutaredoxin	1.8.1.7	@Intracellular				
lp_3268	2908214	2908552	+	lp_3268	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_3269	2908780	2910075	-	purB	adenylosuccinate lyase	Purines, pyrimidines, nucleosides and nucleotides	Purine ribonucleotide biosynthesis	4.3.2.2	@Intracellular				
lp_3270	2910392	2911678	+	purA	adenylosuccinate synthase	Purines, pyrimidines, nucleosides and nucleotides	Purine ribonucleotide biosynthesis	6.3.4.4	@Intracellular				
lp_3271	2911724	2912698	+	guaC	GMP reductase	Purines, pyrimidines, nucleosides and nucleotides	Purine ribonucleotide biosynthesis	1.7.1.7	@Intracellular				
lp_3272	2912856	2913638	+	ptp2	protein-tyrosine phosphatase	Protein fate	Protein modification and repair	3.1.3.48	@Intracellular				
lp_3273	2913725	2915179	-	cls	cardiolipin synthetase 2	Fatty acid and phospholipid metabolism	Glycerolipid metabolism	2.7.8.-	@Multi-transmembrane				
lp_3275	2915773	2916252	-	lp_3275	extracellular protein, membrane-anchored (putative)	Cell envelope	Cell surface proteins: membrane bound		@N-terminally anchored (No CS)				
lp_3278	2917143	2918564	+	lp_3278	amino acid transport protein	Transport and binding proteins	Amino acids, peptides and amines		@Multi-transmembrane				
lp_3279	2918829	2920868	+	kup2	potassium uptake protein	Transport and binding proteins	Cations		@Multi-transmembrane				
lp_3280	2920947	2921888	-	lp_3280	cation efflux protein	Transport and binding proteins	Cations		@Multi-transmembrane				
lp_3281	2922220	2923263	-	lp_3281	integral membrane protein	Hypothetical proteins	Conserved: membrane proteins		@Multi-transmembrane				
lp_3283	2923725	2924840	+	lp_3283	methonine synthase (cobalamine-independent), C-terminal domain (putative)	Amino acid biosynthesis	Aspartate family		@Intracellular				
lp_3284	2924934	2925314	-	qacC	quaternary ammonium compound-resistance protein	Transport and binding proteins	Multidrug resistance		@Multi-transmembrane				
lp_3285	2925332	2925637	-	qacH	quaternary ammonium compound-resistance protein	Transport and binding proteins	Multidrug resistance		@Multi-transmembrane				
lp_3286	2925992	2926636	-	lp_3286	integral membrane protein	Hypothetical proteins	Conserved: membrane proteins		@Multi-transmembrane				
lp_3287	2926897	2927238	-	lp_3287	transcription regulator, ArsR family	Regulatory functions	ArsR-family regulators		@Intracellular				
lp_3288	2927377	2928261	+	lp_3288	cation efflux protein	Transport and binding proteins	Cations		@Multi-transmembrane				
lp_3290	2928453	2929088	-	lp_3290	transcription regulator (putative)	Regulatory functions	Other		@Multi-transmembrane				
lp_3291	2929169	2929399	-	lp_3291	unknown	Hypothetical proteins	Not conserved: other		@Multi-transmembrane				
lp_3292	2929909	2930073	+	lp_3292	unknown	Hypothetical proteins	Not conserved: other		@Multi-transmembrane				
lp_3293	2930414	2930938	-	tag3	DNA-3-methyladenine glycosylase I	DNA metabolism	DNA replication recombination, and repair	3.2.2.20	@Intracellular /TMH start  AFTER 60				
lp_3294	2930934	2932079	-	folP	dihydropteroate synthase	Biosynthesis of cofactors, prosthetic groups, and carriers	Folic acid	2.5.1.15	@Intracellular				
lp_3295	2932107	2932691	-	folQ	dihydroneopterin triphosphate pyrophosphohydrolase 	Purines, pyrimidines, nucleosides and nucleotides	Nucleotide and nucleoside interconversions	3.6.1.-	@Intracellular				
lp_3296	2932691	2934052	-	folC2	folylpolyglutamate synthase / dihydrofolate synthase	Biosynthesis of cofactors, prosthetic groups, and carriers	Folic acid	6.3.2.17;6.3.2.12	@Intracellular				
lp_3297	2934064	2934630	-	folE	GTP cyclohydrolase I	Biosynthesis of cofactors, prosthetic groups, and carriers	Folic acid	3.5.4.16	@Intracellular				
lp_3298	2934626	2935135	-	folK	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase	Biosynthesis of cofactors, prosthetic groups, and carriers	Folic acid	2.7.6.3	@Intracellular				
lp_3299	2935128	2935493	-	folB	dihydroneopterin aldolase	Biosynthesis of cofactors, prosthetic groups, and carriers	Folic acid	4.1.2.25	@Intracellular				
lp_3301	2935721	2936251	-	lp_3301	bacteriocin transport protein (putative)	Hypothetical proteins	Conserved: membrane proteins		@Multi-transmembrane				
lp_3302	2936422	2937327	+	lp_3302	ABC transporter substrate binding protein	Transport and binding proteins	Unknown substrate		@Lipid anchored				
lp_3303	2937553	2938965	-	lp_3303	multidrug transport protein	Transport and binding proteins	Multidrug resistance		@Multi-transmembrane				
lp_3305	2939327	2939593	-	lp_3305	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_3308	2940232	2941491	+	ISP1_7	transposase	Other categories	Transposon related functions		@Intracellular				
lp_3310	2946969	2947481	+	lp_3310	integral membrane protein	Hypothetical proteins	Conserved: membrane proteins		@Multi-transmembrane				
lp_3312	2947655	2948641	-	lp_3312	beta-lactamase family protein (putative)	Hypothetical proteins	Conserved: putative function		@Intracellular				
lp_3313	2949059	2951314	+	pflB	formate C-acetyltransferase	Energy metabolism	Fermentation	2.3.1.54	@Intracellular				
lp_3314	2951354	2952172	+	pflA	formate C-acetyltransferase activating enzyme	Energy metabolism	Fermentation	1.97.1.4	@Intracellular				
lp_3316	2952403	2952711	-	lp_3316	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_3318	2953772	2954689	+	lp_3318	aldo/keto reductase family protein	Hypothetical proteins	Conserved: putative function	1.-.-.-	@Intracellular				
lp_3319	2954862	2955383	+	lp_3319	nucleotide-binding protein, histidine triad family	Purines, pyrimidines, nucleosides and nucleotides	Nucleotide and nucleoside interconversions		@Intracellular				
lp_3321	2955484	2955726	-	lp_3321	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_3322	2955899	2956324	+	lp_3322	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_3323	2956433	2957071	-	lp_3323	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_3324	2958090	2959754	-	lp_3324	glycine betaine/carnitine/choline transport protein	Transport and binding proteins	Amino acids, peptides and amines		@Multi-transmembrane				
lp_3327	2960524	2962365	+	lp_3327	cadmium-/zinc-/cobalt- transporting ATPase	Transport and binding proteins	Cations	3.6.3.-	@Multi-transmembrane				
lp_3330	2962697	2963362	-	lp_3330	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_3331	2963939	2965321	+	ISP2_5-N	transposase, N-terminal fragment	Other categories	Transposon related functions		@Intracellular				
lp_3332	2965370	2965591	+	ISP2_5-C	transposase, C-terminal fragment	Other categories	Transposon related functions		@N-terminally anchored (No CS)				
lp_3333	2965615	2966796	+	lp_3333	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_3334	2966966	2968654	-	adeC	adenine deaminase	Purines, pyrimidines, nucleosides and nucleotides	Salvage of nucleosides and nucleotides	3.5.4.2	@Intracellular				
lp_3335	2969288	2970379	+	glmS2	glutamine-fructose-6-phosphate transaminase (isomerizing)	Central intermediary metabolism	Amino sugars	2.6.1.16					
lp_3336	2970446	2970571	-	lp_3336	unknown, C-terminal fragment (pseudogene)	Hypothetical proteins	Conserved: other		@Intracellular				new gene
lp_3337	2970559	2970747	-	lp_3337	unknown, N-terminal fragment (pseudogene)	Hypothetical proteins	Conserved: other		@Intracellular				
lp_3338	2970789	2972210	-	nha2	Na(+)/H(+) antiporter	Transport and binding proteins	Cations		@Multi-transmembrane				
lp_3339	2972650	2974029	-	lp_3339	amino acid transport protein	Transport and binding proteins	Amino acids, peptides and amines		@Multi-transmembrane				
lp_3341	2974320	2975213	-	lp_3341	cell surface hydrolase, DUF915 family, membrane-bound (putative)	Cell envelope	Cell surface proteins: membrane bound		@Secretory(released) (with CS)				
lp_3342	2975421	2975918	+	pgpA	phosphatidylglycerophosphatase (putative)	Fatty acid and phospholipid metabolism	Glycerolipid metabolism	3.1.3.27	@Intracellular				
lp_3343	2976128	2976985	-	lp_3343	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_3344	2976993	2977409	-	lp_3344	transcription regulator, MarR family	Regulatory functions	MarR-family regulators		@Intracellular				
lp_3345	2977583	2977984	-	spx4	regulatory protein Spx	Regulatory functions	Protein interactions		@Intracellular				
lp_3346	2978195	2978566	-	lp_3346	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_3348	2978839	2979159	-	lp_3348	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_3349	2979252	2980349	-	mutY	A/G-specific adenine glycosylase (putative)	DNA metabolism	DNA replication recombination, and repair	3.2.2.-	@Intracellular				
lp_3350	2980420	2980782	-	lp_3350	unknown	Hypothetical proteins	Not conserved: other		@Intracellular				
lp_3351	2980820	2981323	-	lp_3351	unknown	Hypothetical proteins	Not conserved: other		@Intracellular				
lp_3352	2981559	2981999	-	hsp3	small heat shock protein	Cellular processes	Adaptations and atypical conditions (Heat/cold shock)		@Intracellular				
lp_3353	2982098	2982451	-	lp_3353	unknown	Hypothetical proteins	Not conserved: other		@Intracellular				
lp_3355	2982971	2983606	+	lp_3355	oxidoreductase	Energy metabolism	Aerobic		@Intracellular				
lp_3356	2983936	2984391	+	lp_3356	acetyltransferase, GNAT family 	Hypothetical proteins	Conserved: other		@Intracellular				
